all_words	flexion	grammar	definition	translation	used	example	semem_links	idiom	derivation	word
http://www.makedonski.info/show/утро/ср	 мн. утра 	 Вид збор: Именка, среден род 	 	 Англиски: morning Српски: јутро Албански: mëngjes Бугарски: утро 		 Секое утро. NEXT_MEANING Станал едно рано утро. NEXT_MEANING Од утро до вечер. NEXT_MEANING На утро (наутро). NEXT_MEANING Добро утро! NEXT_MEANING Вчера утро (вчераутро). 				утро, ср
http://www.makedonski.info/show/утроба/ж	 мн. утроби 	 Вид збор: Именка, женски род 	 NEXT_MEANING NEXT_MEANING 	 Англиски: womb Албански: mitër NEXT_MEANING Англиски: bowel Албански: brendësi barku NEXT_MEANING Англиски: inside Албански: brendësi 	 Анатомија NEXT_MEANING Анатомија NEXT_MEANING Преносно значење 	 Ми се слоши дури во утробата. 	 			утроба, ж
http://www.makedonski.info/show/утробен/прид	 утробна 	 Вид збор: Придавка 	 	 			 			утробен, прид
http://www.makedonski.info/show/утроен/прид	 утроени 	 Вид збор: Придавка 	 	 Англиски: tripled 			 			утроен, прид
http://www.makedonski.info/show/утрои/св	 утројат 	 Вид збор: Глагол, свршен 	 NEXT_MEANING 	 Англиски: triple Албански: trefishoj NEXT_MEANING Англиски: triple Албански: trefishohet 			 			утрои, св
http://www.makedonski.info/show/утројува/несв	 утројуваат 	 Вид збор: Глагол, несвршен 	 	 Англиски: triple 						утројува, несв
http://www.makedonski.info/show/утројување/ср	 	 Вид збор: Именка, среден род 	 	 Англиски: tripling 						утројување, ср
http://www.makedonski.info/show/утрото/прил	 	 Вид збор: Прилог 	 NEXT_MEANING 	 Англиски: mornings NEXT_MEANING 		 Вечерта дојде а утрото си замина. 	 			утрото, прил
http://www.makedonski.info/show/утрошен/прид	 утрошна 	 Вид збор: Придавка 	 	 	 Разговорно 		 			утрошен, прид
http://www.makedonski.info/show/утрчник/м	 мн. утрчници 	 Вид збор: Именка, машки род 	 	 						утрчник, м
http://www.makedonski.info/show/утски/прид	 	 Вид збор: Придавка 	 	 			 			утски, прид
http://www.makedonski.info/show/уттиса/св	 	 Вид збор: Глагол, свршен 	 	 	 Архаизам 		 			уттиса, св
http://www.makedonski.info/show/уттисува/несв	 уттисуваат 	 Вид збор: Глагол, несвршен 	 	 	 Архаизам 					уттисува, несв
http://www.makedonski.info/show/уттисување/ср	 	 Вид збор: Именка, среден род 	 	 	 Архаизам 					уттисување, ср
http://www.makedonski.info/show/уќумат/м	 уќуматот 	 Вид збор: Именка, машки род 	 Слично со: режим (м.) , администрација (ж.) , власт (ж.) , држава (ж.) NEXT_MEANING Слично со: управа (ж.) 	 Англиски: government Турски: hükümet Албански: huqumat, pushtet NEXT_MEANING Англиски: administration Турски: hükümet Албански: huqumat, qeveri 	 Архаизам 		 Слично со: режим (м.) , администрација (ж.) , власт (ж.) , држава (ж.) 			уќумат, м
http://www.makedonski.info/show/уу!/изв	 	 Вид збор: Извик 	 	 			 			уу!, изв
http://www.makedonski.info/show/уф/изв	 	 Вид збор: Извик 	 NEXT_MEANING NEXT_MEANING 	 NEXT_MEANING NEXT_MEANING 		 уф, што ме исплаши! 	 			уф, изв
http://www.makedonski.info/show/уфилен/прид	 	 Вид збор: Придавка 	 	 						уфилен, прид
http://www.makedonski.info/show/уфили/св	 (се) уфилат 	 Вид збор: Глагол, свршен 	 Слично со: увили (св.) 	 Англиски: mourn 			 Слично со: увили (св.) 			уфили, св
http://www.makedonski.info/show/уфрли/св	 уфрлат 	 Вид збор: Глагол, свршен 	 NEXT_MEANING NEXT_MEANING 	 Англиски: throw in Албански: fus, shti, hedh NEXT_MEANING Англиски: pass Албански: shtoj, hudh NEXT_MEANING Англиски: remark Албански: ndërhyj 	 Спорт NEXT_MEANING Преносно значење 	 Ја уфрли топката пред голманот. NEXT_MEANING Ја уфрли топката во шеснаесетникот. 	 		 уфрла несв. уфрлаат	уфрли, св
http://www.makedonski.info/show/уфрлува/несв	 уфрлуваат 	 Вид збор: Глагол, несвршен 	 	 						уфрлува, несв
http://www.makedonski.info/show/уфрлување/ср	 	 Вид збор: Именка, среден род 	 	 	 Спорт 					уфрлување, ср
http://www.makedonski.info/show/уха/несв	 ухаат 	 Вид збор: Глагол, несвршен 	 Слично со: дува (несв.) 	 Англиски: puff 			 Слично со: дува (несв.) 			уха, несв
http://www.makedonski.info/show/уха!/изв	 	 Вид збор: Извик 	 	 Англиски: yeah 			 			уха!, изв
http://www.makedonski.info/show/ухање/ср	 	 Вид збор: Именка, среден род 	 	 Англиски: puffing 						ухање, ср
http://www.makedonski.info/show/ухлебие/ср	 	 Вид збор: Именка, среден род 	 	 Англиски: position 	 Книжевен збор 		 			ухлебие, ср
http://www.makedonski.info/show/ухне/св	 ухнат 	 Вид збор: Глагол, свршен 	 Слично со: дувне (св.) 	 Англиски: breathe 			 Слично со: дувне (св.) 			ухне, св
http://www.makedonski.info/show/ухнува/несв	 	 Вид збор: Глагол, несвршен 	 	 			 			ухнува, несв
http://www.makedonski.info/show/ухнување/ср	 	 Вид збор: Именка, среден род 	 	 			 			ухнување, ср
http://www.makedonski.info/show/ухрани/св	 ухранат 	 Вид збор: Глагол, свршен 	 	 Англиски: fed 	 Нестандарден збор 		 			ухрани, св
http://www.makedonski.info/show/уцена/ж	 мн. уцени 	 Вид збор: Именка, женски род 	 Слично со: изнудување (ср.) NEXT_MEANING NEXT_MEANING Слично со: уценување (ср.) 	 Англиски: pressure Албански: shantazh, kërcnim NEXT_MEANING Англиски: bounty Албански: shpërblim NEXT_MEANING Англиски: blackmail Албански: shantazh, kërcnim 			 Слично со: изнудување (ср.) 			уцена, ж
http://www.makedonski.info/show/уцени/св	 уценуваат 	 Вид збор: Глагол, свршен 	 NEXT_MEANING NEXT_MEANING 	 Англиски: blackmail Албански: shantazhoj, kërcnoj NEXT_MEANING Албански: shpërblim NEXT_MEANING Англиски: esteem Албански: vlerësoj 	 Архаизам 	 Неговата глава беше уценета со огромна сума пари. 	 			уцени, св
http://www.makedonski.info/show/уценува/несв	 уценуваат 	 Вид збор: Глагол, несвршен 	 	 						уценува, несв
http://www.makedonski.info/show/уценување/ср	 	 Вид збор: Именка, среден род 	 	 						уценување, ср
http://www.makedonski.info/show/уценувач/м	 мн. уценувачи 	 Вид збор: Именка, машки род 	 	 Англиски: blackmailer 	 Правда 		 			уценувач, м
http://www.makedonski.info/show/уценувачка/ж	 мн. уценувачки 	 Вид збор: Именка, женски род 	 	 Англиски: blackmailer 	 Правда 		 			уценувачка, ж
http://www.makedonski.info/show/уценувачки/прид	 уценувачка 	 Вид збор: Придавка 	 	 	 Правда 		 			уценувачки, прид
http://www.makedonski.info/show/учебен/прид	 учебни 	 Вид збор: Придавка 	 	 Англиски: teaching 			 			учебен, прид
http://www.makedonski.info/show/учебник/м	 мн. учебници 	 Вид збор: Именка, машки род 	 	 Англиски: textbook 	 Образование 		 			учебник, м
http://www.makedonski.info/show/учебникар/м	 мн. учебникари 	 Вид збор: Именка, машки род 	 	 	 Образование 		 			учебникар, м
http://www.makedonski.info/show/учебникарка/ж	 мн. учебникарки 	 Вид збор: Именка, женски род 	 	 	 Образование 					учебникарка, ж
http://www.makedonski.info/show/учебникарски/прид	 	 Вид збор: Придавка 	 	 			 			учебникарски, прид
http://www.makedonski.info/show/учебникарство/ср	 учебникарството 	 Вид збор: Именка, среден род 	 	 	 Образование 		 			учебникарство, ср
http://www.makedonski.info/show/учебнички/прид	 учебничка 	 Вид збор: Придавка 	 	 	 Образование 		 			учебнички, прид
http://www.makedonski.info/show/учен/прид	 учени 	 Вид збор: Придавка 	 Спротивно од: неучен (прид.) NEXT_MEANING Слично со: навикнат (прид.) 	 Англиски: educated NEXT_MEANING Англиски: used 		 Учени сме ние и на добро и на лошо. NEXT_MEANING Тој не е учен на горештина, затоа не верувам дека ќе остане подолго време во Африка. NEXT_MEANING Моето стадо е учено и без овчар, само си пасе. 	 Спротивно од: неучен (прид.) 			учен, прид
http://www.makedonski.info/show/учение/ср	 мн. ученија 	 Вид збор: Именка, среден род 	 Слично со: доктрина (ж.) 	 Англиски: doctrine 						учение, ср
http://www.makedonski.info/show/ученик/м	 мн. ученици 	 Вид збор: Именка, машки род 	 NEXT_MEANING NEXT_MEANING Слично со: следбеник (м.) NEXT_MEANING Слично со: чирак (м.) 	 Англиски: pupil, student Албански: nxënës NEXT_MEANING Англиски: student Албански: nxënës NEXT_MEANING Англиски: disciple Албански: ndjekës, pasues NEXT_MEANING Англиски: apprentice Албански: nxënës, çirak 	 Образование NEXT_MEANING Образование NEXT_MEANING Образование 	 Многумина од денешните највидни луѓе на градов се мои ученици. 	 		 учениче ср. мн. ученичиња дем.	ученик, м
http://www.makedonski.info/show/ученичка/ж	 мн. ученички 	 Вид збор: Именка, женски род 	 NEXT_MEANING 	 Англиски: student Албански: nxënëse NEXT_MEANING Англиски: apprentice Албански: nxënëse 	 Образование NEXT_MEANING Образование 	 Ученичка во стопанството. 	 			ученичка, ж
http://www.makedonski.info/show/ученички/прид	 ученичка 	 Вид збор: Придавка 	 	 	 Образование 		 			ученички, прид
http://www.makedonski.info/show/учеништво/ср	 учеништвото 	 Вид збор: Именка, среден род 	 	 	 Образование 		 			учеништво, ср
http://www.makedonski.info/show/учено/прил	 	 Вид збор: Прилог 	 	 Англиски: learned 		 Прашањето е учено обработено. 				учено, прил
http://www.makedonski.info/show/ученољубив/прид	 ученољубиви 	 Вид збор: Придавка 	 	 			 			ученољубив, прид
http://www.makedonski.info/show/ученољубивост/ж	 (едн.) ученољубивоста 	 Вид збор: Именка, женски род 	 	 			 			ученољубивост, ж
http://www.makedonski.info/show/ученост/ж	 (едн.) ученоста 	 Вид збор: Именка, женски род 	 	 Англиски: knowledge 			 			ученост, ж
http://www.makedonski.info/show/учење/ср	 мн. учења 	 Вид збор: Именка, среден род 	 NEXT_MEANING NEXT_MEANING NEXT_MEANING Слично со: адаптација (ж.) , навикнување (ср.) NEXT_MEANING NEXT_MEANING Слично со: наука (ж.) 	 Англиски: teaching Албански: mësim NEXT_MEANING Англиски: learning Албански: mësim NEXT_MEANING Англиски: learning Албански: të mësuarit NEXT_MEANING Англиски: adaptation Албански: adaptim, përshtatje NEXT_MEANING Англиски: preparation Албански: përgatis NEXT_MEANING Англиски: science Албански: shkencë 	 Образование NEXT_MEANING Образование NEXT_MEANING Образование 	 Учење француски јазик. 	 			учење, ср
http://www.makedonski.info/show/учесник/м	 мн. учесници 	 Вид збор: Именка, машки род 	 NEXT_MEANING 	 Англиски: participant Албански: pjesmarrës NEXT_MEANING Англиски: shareholder Албански: aksionist 	 Економија 		 			учесник, м
http://www.makedonski.info/show/учесница/ж	 	 Вид збор: Именка, женски род 	 	 Англиски: participant 					 учесничка ж. мн. учеснички	учесница, ж
http://www.makedonski.info/show/учество/ср	 учеството 	 Вид збор: Именка, среден род 	 Слично со: партиципација (ж.) NEXT_MEANING NEXT_MEANING NEXT_MEANING Слично со: сочувство (ср.) 	 Англиски: participation Албански: pjesëmarrje NEXT_MEANING Англиски: share Албански: ndan NEXT_MEANING Англиски: part Албански: pjesëmarrje NEXT_MEANING Англиски: sympathy Албански: mirëkuptim 	 Економија NEXT_MEANING Преносно значење 	 Учество во добивката. 	 Слично со: партиципација (ж.) 			учество, ср
http://www.makedonski.info/show/учествува/несв	 учествуваат 	 Вид збор: Глагол, несвршен 	 Слично со: партиципира (св. и несв.) 	 Англиски: participate Албански: pjesmarrje 			 Слично со: партиципира (св. и несв.) 			учествува, несв
http://www.makedonski.info/show/учествување/ср	 	 Вид збор: Именка, среден род 	 	 Англиски: participation 						учествување, ср
http://www.makedonski.info/show/учетвори/св	 учетворат 	 Вид збор: Глагол, свршен 	 NEXT_MEANING 	 Англиски: quadruple Албански: katërfishoj NEXT_MEANING Англиски: quadruple Албански: katërfishohet 			 			учетвори, св
http://www.makedonski.info/show/учетворува/несв	 (се) учетворуваат 	 Вид збор: Глагол, несвршен 	 	 Англиски: quadruple 						учетворува, несв
http://www.makedonski.info/show/учетворување/ср	 	 Вид збор: Именка, среден род 	 	 						учетворување, ср
http://www.makedonski.info/show/учи/несв	 учат 	 Вид збор: Глагол, несвршен 	 NEXT_MEANING NEXT_MEANING Слично со: инструира (св. и несв.) NEXT_MEANING NEXT_MEANING Слично со: советува (несв.) NEXT_MEANING Слично со: тренира (несв.) NEXT_MEANING Слично со: дознава (несв.) NEXT_MEANING Слично со: студира (св. и несв.) NEXT_MEANING NEXT_MEANING NEXT_MEANING Слично со: подготви (св.) , работи (несв.) NEXT_MEANING NEXT_MEANING NEXT_MEANING NEXT_MEANING Слично со: навикнува (несв.) NEXT_MEANING Слично со: спрема (несв.) 	 Англиски: teach Албански: mësoj NEXT_MEANING Англиски: learn Албански: mësoj NEXT_MEANING Англиски: instruct Албански: mësoj NEXT_MEANING Англиски: learn by heart Албански: mësoj NEXT_MEANING Англиски: advise Албански: mësoj, këshilloj NEXT_MEANING Англиски: train Албански: ushtroj, mësoj NEXT_MEANING Англиски: hear Албански: mësoj, dëgjoj NEXT_MEANING Англиски: study Албански: mësoj, studioj NEXT_MEANING Англиски: establish Албански: mëson NEXT_MEANING Англиски: attend school Албански: mësoj, studioj NEXT_MEANING Англиски: work Албански: mësoj, punoj NEXT_MEANING Англиски: attend class Албански: mësohet NEXT_MEANING Англиски: learn Албански: mësoj NEXT_MEANING Англиски: instruct Албански: mësohet, këshillohet NEXT_MEANING Англиски: adapt Албански: mësohet, adaptohet NEXT_MEANING Англиски: prepare Албански: mëson, përgatit 	 Образование NEXT_MEANING Книжевен збор 	 Го учам францускиот јазик. NEXT_MEANING Учам математика. NEXT_MEANING Учи да тера автомобил. NEXT_MEANING Учи, учи - глава бучи. 	 	 8. (со предмет) Учи за нешто. Англиски: study Албански: mësoj, studioj Примери: Учам за доктор (студирам медицина). Учам за професор. Слично со: студира (св. и несв.) 		учи, несв
http://www.makedonski.info/show/училиште/ср	 мн. училишта 	 Вид збор: Именка, среден род 	 Слично со: школа (ж.) NEXT_MEANING NEXT_MEANING Слично со: предавање (ср.) NEXT_MEANING NEXT_MEANING Слично со: искуство (ср.) 	 Англиски: school Албански: shkollë NEXT_MEANING Англиски: school Албански: shkolla NEXT_MEANING Англиски: lesson Албански: orë mësimi NEXT_MEANING Англиски: student Албански: nxënësit NEXT_MEANING Англиски: experience Албански: burim dijenie 	 Образование NEXT_MEANING Архитектура и градба NEXT_MEANING Преносно значење 	 Нашата куќа е веднаш до училиштето. 	 Слично со: школа (ж.) 			училиште, ср
http://www.makedonski.info/show/училиштен/прид	 училишни 	 Вид збор: Придавка 	 Слично со: школски (прид.) 	 Англиски: school 	 Образование 		 Слично со: школски (прид.) 			училиштен, прид
http://www.makedonski.info/show/училна/ж	 мн. училни 	 Вид збор: Именка, женски род 	 	 Англиски: classroom 	 Образование NEXT_MEANING Разговорно 		 		 училен прид. училниот	училна, ж
http://www.makedonski.info/show/училница/ж	 мн. училници 	 Вид збор: Именка, женски род 	 	 Англиски: classroom 	 Образование 		 			училница, ж
http://www.makedonski.info/show/учило/ср	 мн. учила 	 Вид збор: Именка, среден род 	 	 Англиски: teaching aid 	 Образование 		 			учило, ср
http://www.makedonski.info/show/учини/св	 учинат 	 Вид збор: Глагол, свршен 	 	 Англиски: make 	 Дијалектен збор 		 			учини, св
http://www.makedonski.info/show/учинок/м	 (едн.) 	 Вид збор: Именка, машки род 	 Слично со: ефект (м.) 	 Англиски: effect Српски: учинак 	 Дијалектен збор 		 Слично со: ефект (м.) 			учинок, м
http://www.makedonski.info/show/учител/м	 мн. учители 	 Вид збор: Именка, машки род 	 Спротивно од: ученик (м.) Вид: наставник (м.) NEXT_MEANING NEXT_MEANING 	 Англиски: teacher Албански: mësues, arsimtar NEXT_MEANING Англиски: teacher Албански: mësues NEXT_MEANING Англиски: leader Албански: mësues, udhëheqës 	 Образование NEXT_MEANING Преносно значење 	 Учител по пливање. NEXT_MEANING Учител за танцување (играње). NEXT_MEANING Учител по музика. NEXT_MEANING Учител по математика. 	 Спротивно од: ученик (м.) Вид: наставник (м.) 			учител, м
http://www.makedonski.info/show/учителка/ж	 мн. учителки 	 Вид збор: Именка, женски род 	 	 Англиски: teacher 	 Образование 					учителка, ж
http://www.makedonski.info/show/учителски/прил	 	 Вид збор: Прилог 	 	 Англиски: lecturing 		 Тој постапува со мене просто учителски. 				учителски, прил
http://www.makedonski.info/show/учителски/прид	 учителска 	 Вид збор: Придавка 	 	 Англиски: teacher's 	 Образование 		 			учителски, прид
http://www.makedonski.info/show/учителство/ср	 (едн.) учителството 	 Вид збор: Именка, среден род 	 NEXT_MEANING 	 Англиски: teaching Албански: mësuesi NEXT_MEANING Албански: mësuesi 	 Образование NEXT_MEANING Образование 	 Да се подобри положбата на учителството (на учителите). 	 			учителство, ср
http://www.makedonski.info/show/учителствува/несв	 учителствуваат 	 Вид збор: Глагол, несвршен 	 	 Англиски: teach 	 Образование 		 			учителствува, несв
http://www.makedonski.info/show/учителствување/ср	 	 Вид збор: Именка, среден род 	 	 	 Образование 					учителствување, ср
http://www.makedonski.info/show/учкур/м	 мн. учкури 	 Вид збор: Именка, машки род 	 Слично со: гаќник (м.) , врвца (ж.) 	 Англиски: string Турски: uçkur 			 Слично со: гаќник (м.) , врвца (ж.) 			учкур, м
http://www.makedonski.info/show/учкурлак/м	 мн. учкурлаци 	 Вид збор: Именка, машки род 	 	 Турски: uçkurluk 			 			учкурлак, м
http://www.makedonski.info/show/учтив/прид	 учтиви 	 Вид збор: Придавка 	 Спротивно од: неучтив (прид.) 	 Англиски: polite 			 Спротивно од: неучтив (прид.) 			учтив, прид
http://www.makedonski.info/show/учтивост/ж	 (едн.) 	 Вид збор: Именка, женски род 	 	 Англиски: politeness 			 			учтивост, ж
http://www.makedonski.info/show/учува/св	 учуваат 	 Вид збор: Глагол, свршен 	 	 Англиски: save 	 Архаизам 		 			учува, св
http://www.makedonski.info/show/учуди/св	 учудат 	 Вид збор: Глагол, свршен 	 	 	 Архаизам 					учуди, св
http://www.makedonski.info/show/уџере/ср	 	 Вид збор: Именка, среден род 	 	 	 Архаизам NEXT_MEANING Архитектура и градба 		 			уџере, ср
http://www.makedonski.info/show/уџум/м	 (едн.) 	 Вид збор: Именка, машки род 	 Слично со: јуриш (м.) 	 Англиски: storm Турски: hücum 	 Архаизам 		 Слично со: јуриш (м.) 			уџум, м
http://www.makedonski.info/show/уш/изв	 	 Вид збор: Извик 	 	 			 			уш, изв
http://www.makedonski.info/show/ушак/м	 мн. ушаци 	 Вид збор: Именка, машки род 	 Слично со: гласник (м.) , курир (м.) , пошта (ж.) NEXT_MEANING Слично со: кодош (м.) , шпион (м.) 	 Англиски: courier Турски: uşak Албански: korier, ndërlidhës NEXT_MEANING Англиски: spy Турски: uşak Албански: spiun 	 Архаизам NEXT_MEANING Архаизам 		 Слично со: гласник (м.) , курир (м.) , пошта (ж.) 			ушак, м
http://www.makedonski.info/show/уше/ср	 	 Вид збор: Именка, среден род 	 	 Англиски: ear 	 Деминутив 					уше, ср
http://www.makedonski.info/show/ушен/прид	 ушна 	 Вид збор: Придавка 	 	 	 Медицина 		 			ушен, прид
http://www.makedonski.info/show/ушла/ж	 	 Вид збор: Именка, женски род 	 	 						ушла, ж
http://www.makedonski.info/show/ушле/м	 мн. ушлевци 	 Вид збор: Именка, машки род 	 	 	 Груб збор 		 			ушле, м
http://www.makedonski.info/show/ушлест/прид	 ушлестиот 	 Вид збор: Придавка 	 	 			 			ушлест, прид
http://www.makedonski.info/show/ушло/м	 мн. ушловци 	 Вид збор: Именка, машки род 	 	 	 Груб збор 					ушло, м
http://www.makedonski.info/show/ушник/м	 мн. ушници 	 Вид збор: Именка, машки род 	 	 Англиски: earring 			 			ушник, м
http://www.makedonski.info/show/ушника/ж	 	 Вид збор: Именка, женски род 	 	 Англиски: earring 						ушника, ж
http://www.makedonski.info/show/уште/чест	 	 Вид збор: Честичка 	 Слично со: озгора (прил.) 	 Англиски: plus 		 Ти уште и се лутиш! NEXT_MEANING И ти уште го жалиш! NEXT_MEANING Уште само тоа ни треба! NEXT_MEANING И кој уште? 				уште, чест
http://www.makedonski.info/show/уште/прил	 	 Вид збор: Прилог 	 Слично со: повеќе (прил.) NEXT_MEANING NEXT_MEANING Слично со: досега (прил.) NEXT_MEANING NEXT_MEANING NEXT_MEANING NEXT_MEANING 	 Англиски: more Албански: më shumë NEXT_MEANING Англиски: more NEXT_MEANING Англиски: still NEXT_MEANING NEXT_MEANING Англиски: more NEXT_MEANING Англиски: before NEXT_MEANING Англиски: still 		 Остани уште денеска. NEXT_MEANING Чекај уште малку. NEXT_MEANING Уште два дена ќе бидат готови чевлите. 	 Слично со: повеќе (прил.) 			уште, прил
http://www.makedonski.info/show/уштип/м	 (едн.) 	 Вид збор: Именка, машки род 	 	 			 			уштип, м
http://www.makedonski.info/show/фабрика/ж	 мн. фабрики 	 Вид збор: Именка, женски род 	 Слично со: мануфактура (ж.) 	 Англиски: factory Албански: fabrikë 	 Економија 		 Слично со: мануфактура (ж.) 			фабрика, ж
http://www.makedonski.info/show/фабрикант/м	 мн. фабриканти 	 Вид збор: Именка, машки род 	 	 Англиски: factory owner Албански: fabrikant 	 Економија 		 			фабрикант, м
http://www.makedonski.info/show/фабрикантски/прид	 	 Вид збор: Придавка 	 	 Албански: fabrikanti 	 Економија 		 			фабрикантски, прид
http://www.makedonski.info/show/фабрикат/м	 мн. фабрикати 	 Вид збор: Именка, машки род 	 Слично со: изработка (ж.) 	 Англиски: factory product Албански: fabrikat, produkt 	 Економија 		 Слично со: изработка (ж.) 			фабрикат, м
http://www.makedonski.info/show/фабрикација/ж	 	 Вид збор: Именка, женски род 	 NEXT_MEANING 	 Англиски: fabrication Албански: fabrikim NEXT_MEANING Албански: fabrikim, prodhim 	 Економија NEXT_MEANING Преносно значење 		 			фабрикација, ж
http://www.makedonski.info/show/фабрикува/св.%20и%20несв	 фабрикуваат 	 Вид збор: Глагол, свршен и несвршен 	 NEXT_MEANING 	 Англиски: fabricate Албански: fabrikoj NEXT_MEANING Англиски: fabricate Албански: fabrikoj, trilloj 	 Економија NEXT_MEANING Преносно значење 	 Фабрикува вести, лаги. 	 			фабрикува, св. и несв
http://www.makedonski.info/show/фабрикување/ср	 	 Вид збор: Именка, среден род 	 	 Англиски: fabrication 						фабрикување, ср
http://www.makedonski.info/show/фабричен/прид	 фабрична 	 Вид збор: Придавка 	 	 Англиски: factory Албански: fabrike, i fabrikës 	 Економија 		 		 фабрички прид.	фабричен, прид
http://www.makedonski.info/show/фабула/ж	 фабулата 	 Вид збор: Именка, женски род 	 	 Англиски: story 	 Литература 		 			фабула, ж
http://www.makedonski.info/show/фабулен/прид	 фабулна 	 Вид збор: Придавка 	 	 	 Литература 		 			фабулен, прид
http://www.makedonski.info/show/фабулира/несв	 фабулираат 	 Вид збор: Глагол, несвршен 	 Слично со: прикажува (несв.) 	 Англиски: narrate 	 Литература 		 Слично со: прикажува (несв.) 			фабулира, несв
http://www.makedonski.info/show/фабулирање/св	 	 Вид збор: Глагол, свршен 	 	 	 Литература 		 			фабулирање, св
http://www.makedonski.info/show/фабулозен/прид	 фабулозниот 	 Вид збор: Придавка 	 Слично со: извонреден (прид.) 	 Англиски: fabulous 			 Слично со: извонреден (прид.) 			фабулозен, прид
http://www.makedonski.info/show/фаворизација/ж	 	 Вид збор: Именка, женски род 	 	 						фаворизација, ж
http://www.makedonski.info/show/фаворизира/св.%20и%20несв	 фаворизираат 	 Вид збор: Глагол, свршен и несвршен 	 Слично со: поткрепи (св.) 	 Англиски: favor 			 Слично со: поткрепи (св.) 			фаворизира, св. и несв
http://www.makedonski.info/show/фаворизирање/ср	 	 Вид збор: Именка, среден род 	 	 Англиски: favoritism 						фаворизирање, ср
http://www.makedonski.info/show/фаворит/м	 мн. фаворити 	 Вид збор: Именка, машки род 	 NEXT_MEANING 	 Англиски: favorite Албански: favorit NEXT_MEANING Англиски: favorite Албански: favorit 	 Спорт 	" „Работнички"" е фаворит на денешниот натпревар. "	 		 фаворитски прид. фаворитскиот Пример: фаворитска улога	фаворит, м
http://www.makedonski.info/show/фаворитка/ж	 мн. фаворитки 	 Вид збор: Именка, женски род 	 	 Англиски: favorite 						фаворитка, ж
http://www.makedonski.info/show/фагот/м	 мн. фаготи 	 Вид збор: Именка, машки род 	 Вид: инструмент (м.) 	 Англиски: bassoon 	 Музика и танц 		 Вид: инструмент (м.) 			фагот, м
http://www.makedonski.info/show/фаготист/м	 мн. фаготисти 	 Вид збор: Именка, машки род 	 	 Англиски: bassoonist 	 Музика и танц 		 			фаготист, м
http://www.makedonski.info/show/фагоцит/м	 мн. фагоцити 	 Вид збор: Именка, машки род 	 	 Англиски: phagocyte 	 Медицина 		 			фагоцит, м
http://www.makedonski.info/show/фагоцитоза/ж	 	 Вид збор: Именка, женски род 	 	 Англиски: phagocytosis 	 Медицина 		 			фагоцитоза, ж
http://www.makedonski.info/show/фаза/ж	 мн. фази 	 Вид збор: Именка, женски род 	 Слично со: етапа (ж.) NEXT_MEANING NEXT_MEANING 	 Англиски: stage Албански: fazë NEXT_MEANING Англиски: phase Албански: shkallë NEXT_MEANING Англиски: phase Албански: fazë 	 Астрономија NEXT_MEANING Технологија 	 Фази на месечината. 	 Слично со: етапа (ж.) 			фаза, ж
http://www.makedonski.info/show/фазан/м	 мн. фазани 	 Вид збор: Именка, машки род 	 Вид: птица (ж.) 	 Латински: Phasianus colchicus Англиски: pheasant 	 Зоологија 		 Вид: птица (ж.) 			фазан, м
http://www.makedonski.info/show/фазанерија/ж	 мн. фазанерии 	 Вид збор: Именка, женски род 	 	 			 			фазанерија, ж
http://www.makedonski.info/show/фазанов/прид	 	 Вид збор: Придавка 	 	 			 			фазанов, прид
http://www.makedonski.info/show/фазен/суф	 фазни 	 Вид збор: Суфикс 	 	 			 			фазен, суф
http://www.makedonski.info/show/фазен/прид	 фазниот 	 Вид збор: Придавка 	 	 			 			фазен, прид
http://www.makedonski.info/show/фазла/прил	 	 Вид збор: Прилог 	 Слично со: отповеќе (прил.) , повеќе (прил.) 	 Англиски: more Турски: fazla 	 Разговорно 		 Слично со: отповеќе (прил.) , повеќе (прил.) 			фазла, прил
http://www.makedonski.info/show/фазон/м	 фазонот 	 Вид збор: Именка, машки род 	 	 Англиски: fashion 			 			фазон, м
http://www.makedonski.info/show/фазонира/св.%20и%20несв	 фазонираат 	 Вид збор: Глагол, свршен и несвршен 	 Слично со: оформи (св.) 	 Англиски: shape 			 Слично со: оформи (св.) 			фазонира, св. и несв
http://www.makedonski.info/show/фазонирање/ср	 	 Вид збор: Именка, среден род 	 	 						фазонирање, ср
http://www.makedonski.info/show/фајанс/м	 (едн.) 	 Вид збор: Именка, машки род 	 	 Англиски: faience Турски: fayans 			 			фајанс, м
http://www.makedonski.info/show/фајансен/прид	 фајансни 	 Вид збор: Придавка 	 	 		 фајансна ваза 			 фајансов прид. фајансовиот	фајансен, прид
http://www.makedonski.info/show/фајда/ж	 	 Вид збор: Именка, женски род 	 	 Англиски: use Турски: fayda 	 Дијалектен збор 					фајда, ж
http://www.makedonski.info/show/фајде/ср	 	 Вид збор: Именка, среден род 	 Слично со: добивка (ж.) , корист (ж.) NEXT_MEANING Слично со: камата (ж.) , интерес (м.) 	 Англиски: use Турски: fayda Албански: fajde, dobi NEXT_MEANING Англиски: profit Албански: fajde, interes 	 Разговорно NEXT_MEANING Разговорно 	 Чорбаџијата дава пари на фајде. 	 Слично со: добивка (ж.) , корист (ж.) 			фајде, ср
http://www.makedonski.info/show/фајделив/прид	 фајделиви 	 Вид збор: Придавка 	 	 Англиски: useful Турски: faydalı 	 Архаизам NEXT_MEANING Книжевен збор 		 			фајделив, прид
